NOTA_FISCAL;NOME;CPF;CIDADE;CARGO;ENDERECO;EMAIL;DATA_NASCIMENTO;IDADE;DATA_EMISSAO;VALOR_NOTA;COMISSAO;VENDEDOR
523038;Srta. Sophie Castro;674.183.209-22;Marques dos Dourados;Berçarista;Viela de da Mata, 99;aparecidabenicio@example.org;26/08/2017;8;26/02/2025;131;1,96;Vendedor_D
280796;Natália da Costa;743.289.560-00;Machado;Flanelinha;Quadra de Ribeiro, 411;carlos-eduardo83@example.net;01/05/1996;29;15/03/2025;817;12,25;Vendedor_E
388267;Isabel Ferreira;974.210.638-03;Guerra da Mata;Intérprete e tradutor de língua de sinais;Recanto Maria Fernanda Marques, 15;riostheodoro@example.net;07/02/2011;14;15/07/2025;412;6,18;Vendedor_E
254947;Luara Gomes;593.126.748-46;Rios;Técnico em agropecuária;Travessa de das Neves, 32;silvamarcelo@example.org;26/07/1926;99;29/08/2025;624;9,36;Vendedor_D
922225;Paulo da Cunha;429.156.738-37;Carvalho da Serra;Técnico em radiologia;Sítio Leão, 2;viniciusda-cunha@example.org;25/07/1991;34;02/08/2025;734;11,01;Vendedor_E
325776;Sophie Nascimento;078.916.354-39;Castro;Contábil;Chácara de Fogaça, 41;riosleticia@example.com;02/09/2014;11;15/12/2024;332;4,98;Vendendor_B
932995;Sophie Viana;219.870.534-60;Campos Paulista;Atleta de nado sincronizado;Alameda Davi Pires, 12;gabrielpereira@example.com;21/11/1945;80;02/08/2025;681;10,21;Vendendor_A
481364;Gael Cunha;265.103.849-06;Campos;Maitre;Largo Heloisa Leão, 50;pda-cunha@example.org;03/04/2024;1;24/12/2024;724;10,86;Vendendor_B
539406;Ana Pacheco;452.837.619-91;Melo do Amparo;Engenheiro de manufatura;Residencial de Cassiano, 992;beatriz37@example.org;26/07/1934;91;19/09/2025;334;5,01;Vendendor_A
539286;Liam Cunha;309.746.182-50;Caldeira do Campo;Urologista;Distrito de da Cruz, 153;mathiascarvalho@example.org;02/08/1934;91;22/02/2025;398;5,97;Vendendor_C
296789;Isis da Paz;624.087.591-02;Aragão Alegre;Profissional de relacionamento com investidores RI;Estação Maria Laura Macedo, 494;dom04@example.net;01/01/1964;61;11/02/2025;761;11,41;Vendendor_A
664669;Ayla Borges;923.056.174-61;Sampaio Verde;Soldador;Viaduto Isaac Cirino, 2;gporto@example.net;02/08/1912;113;15/09/2025;549;8,23;Vendendor_C
225161;Srta. Maria Sophia Azevedo;234.768.195-82;Cirino;Radiologista;Distrito Moura, 653;freitasana-beatriz@example.net;18/05/1986;39;13/10/2025;164;2,46;Vendendor_B
122342;Davi Lucas Ramos;802.731.645-62;Teixeira;Ciclista;Colônia de Gonçalves, 40;leonardo93@example.org;22/02/1925;100;27/10/2025;438;6,57;Vendendor_C
937923;Eloá Câmara;082.371.459-41;Siqueira;Angiologista;Alameda Santos, 54;duarteelisa@example.com;06/02/1976;49;05/02/2025;480;7,2;Vendendor_C
429586;Dr. Rafael Silveira;972.806.341-50;Machado das Pedras;Gestor de qualidade;Núcleo de Garcia;goncalvesemanuelly@example.org;07/09/1989;36;24/01/2025;52;0,78;Vendendor_B
146105;Benicio Melo;591.203.467-43;Rocha;Escoteiro;Fazenda Ana Beatriz Rocha, 64;caueborges@example.org;31/01/1964;61;18/02/2025;841;12,62;Vendendor_B
504349;Dra. Aylla da Cruz;310.824.957-60;Macedo;Orçamentista;Via Vargas, 40;miguel09@example.com;19/12/1958;67;22/04/2025;307;4,6;Vendedor_D
345633;Raquel Martins;827.413.960-78;Dias da Prata;Repórter;Aeroporto de Farias, 62;bgomes@example.net;19/04/1928;97;22/12/2024;899;13,48;Vendendor_B
598311;Sr. Theodoro Lima;052.961.473-16;Rodrigues;Estofador;Praia de Moraes, 50;maria-cecilia95@example.net;15/02/1927;98;01/10/2025;823;12,34;Vendendor_B
122542;José Miguel Costa;062.581.394-42;Aparecida de Goiás;Classificador contábil;Largo de Duarte, 262;ana-carolina95@example.com;20/05/1996;29;15/04/2025;741;11,12;Vendedor_D
984291;Leandro Nunes;826.395.107-03;Aragão;Cumim;Colônia Fernandes;kleao@example.org;02/11/1914;111;08/08/2025;290;4,35;Vendendor_C
826162;Dr. Marcelo Duarte;812.495.630-89;Souza Verde;Geólogo;Vila Nunes, 63;ida-rocha@example.com;15/06/1988;37;25/02/2025;377;5,65;Vendendor_C
299064;Dra. Lívia Casa Grande;941.283.650-33;da Conceição;Intérprete e tradutor de língua de sinais;Aeroporto Gustavo Henrique Fonseca, 949;machadopaulo@example.net;31/08/1954;71;11/09/2025;970;14,55;Vendendor_A
681289;Clarice Vargas;130.792.854-41;Jesus;Balconista;Rodovia Vasconcelos, 473;casa-grandeester@example.net;28/03/1970;55;31/10/2025;938;14,07;Vendedor_D
396468;Srta. Agatha Jesus;596.347.182-64;Cavalcanti da Serra;Esgrimista;Vila de Nascimento, 5;alopes@example.com;02/01/1938;87;06/12/2024;544;8,16;Vendendor_A
362780;Rafaela Rocha;097.521.863-86;das Neves;Contatólogo;Feira de Gonçalves, 7;alicialeao@example.org;13/03/1926;99;10/12/2024;545;8,17;Vendendor_A
100466;Léo Ribeiro;438.712.650-71;Aparecida de da Cruz;Aeromoça;Colônia Sampaio, 14;scirino@example.com;14/09/1973;52;03/05/2025;32;0,48;Vendedor_D
243808;Davi Lucca da Paz;372.608.941-13;Mendes;Capitão;Condomínio Pedro Henrique Porto, 22;ninarezende@example.net;21/08/1933;92;09/09/2025;702;10,53;Vendedor_E
574980;Felipe Castro;236.914.580-33;Sousa;Peixeiro;Chácara Pires, 52;esousa@example.org;18/08/1937;88;27/06/2025;709;10,63;Vendedor_D
849053;Yuri Vieira;689.437.025-74;Cavalcanti do Amparo;Ferreiro;Vila de Albuquerque, 12;aparecidasarah@example.net;16/02/1960;65;26/04/2025;808;12,12;Vendendor_B
383973;Melissa da Rosa;650.318.749-10;Borges;Técnico em hardware;Loteamento da Conceição, 467;mbrito@example.com;12/02/1978;47;02/12/2024;822;12,33;Vendedor_D
214740;Mateus da Mata;302.871.649-69;Peixoto;Atendente;Avenida de Correia, 93;ngoncalves@example.net;11/05/1939;86;18/01/2025;482;7,23;Vendendor_A
199103;Maria Helena Sá;184.706.925-85;Pimenta;Jangadeiro;Parque de Cardoso;mendoncalorena@example.com;18/11/1933;92;22/04/2025;269;4,04;Vendendor_C
355987;Yasmin das Neves;651.923.047-25;da Rosa de Carvalho;Profissional de recursos humanos;Morro Sousa, 728;beatriz83@example.net;25/10/2015;10;08/10/2025;492;7,38;Vendendor_B
581354;Bárbara Câmara;964.315.872-19;Carvalho;Atendente;Pátio da Costa, 37;fda-luz@example.com;14/01/1927;98;21/04/2025;451;6,76;Vendedor_D
590131;Isabelly Leão;892.713.504-05;Cavalcante de Rezende;Obstetra;Estação de Vargas;costelaana@example.com;26/07/1968;57;19/08/2025;830;12,45;Vendendor_C
931313;Emanuelly Moreira;628.713.940-40;Monteiro;Ortoptista;Setor da Rosa, 71;emanuellamendonca@example.net;04/07/1988;37;25/12/2024;361;5,42;Vendedor_E
336574;Maria Eduarda Teixeira;876.123.059-68;da Paz;Operador de vídeo;Quadra da Cunha, 82;nogueiralaura@example.org;01/02/1914;111;02/02/2025;503;7,54;Vendedor_D
588044;Breno Brito;145.983.602-24;Marques do Norte;Engenheiro acústico;Trevo Porto, 10;hadassa03@example.net;28/04/1924;101;31/10/2025;903;13,54;Vendedor_E
957144;Ana Clara das Neves;169.328.547-91;Pacheco da Praia;Recepcionista;Travessa Sá, 265;bento92@example.com;22/02/2021;4;08/02/2025;961;14,41;Vendendor_B
520206;Srta. Fernanda Silveira;238.910.576-95;Pastor;Hematologista;Loteamento Maria Liz Araújo, 8;luigi83@example.net;21/07/2024;1;04/12/2024;157;2,35;Vendedor_D
670497;Carlos Eduardo Albuquerque;379.158.604-10;das Neves Grande;Bombeiro;Morro Henrique Melo;melomaria-julia@example.net;30/08/2021;4;18/01/2025;845;12,67;Vendendor_A
306429;Gabrielly da Cunha;251.708.439-41;Camargo;Gerente de banco;Rua de Cunha, 90;marcelo60@example.net;04/06/1932;93;01/05/2025;156;2,34;Vendendor_B
635777;Sr. Diego da Rocha;214.086.397-69;Fonseca;Ufólogo;Rua Moreira, 66;stephany60@example.com;09/01/1932;93;04/12/2024;555;8,32;Vendedor_E
535779;Gustavo Dias;632.798.504-10;Nascimento;Promotor de vendas;Trevo Pinto, 2;ioliveira@example.org;19/04/1965;60;26/05/2025;753;11,29;Vendedor_D
834712;Maria Fernanda Monteiro;249.508.167-30;Oliveira de da Luz;Panificador/Padeiro;Distrito Eloah Borges, 783;jsilva@example.net;09/05/2022;3;02/01/2025;339;5,08;Vendedor_E
921727;Larissa Cirino;129.850.476-76;Rios;Médico geneticista;Viaduto Levi Guerra, 9;lgoncalves@example.org;14/10/1999;26;05/12/2024;608;9,12;Vendendor_B
820190;Mariana da Conceição;043.251.869-05;Macedo;Degustador;Jardim de Sampaio, 95;fogacakaique@example.com;07/03/1939;86;05/09/2025;906;13,59;Vendendor_C
833953;Jade Gonçalves;047.856.132-62;da Conceição;Letrista;Passarela Ana Júlia Macedo, 1;joaquim26@example.com;10/09/1915;110;25/01/2025;819;12,29;Vendendor_C
785012;Bianca Siqueira;752.963.481-09;Câmara;Ascensorista;Estrada de da Cruz, 78;ugoncalves@example.com;17/04/1981;44;27/10/2025;791;11,87;Vendendor_A
396585;Dr. Arthur Miguel Aparecida;072.896.354-00;Macedo de Gonçalves;Penhorista;Esplanada de da Costa, 1;eduarda08@example.net;14/10/1939;86;15/03/2025;136;2,04;Vendendor_B
482023;Dr. Murilo Aparecida;736.825.940-00;Viana;Médico geneticista;Vale Borges, 692;theo57@example.net;14/02/2022;3;04/05/2025;933;13,99;Vendedor_E
655482;Sofia Pacheco;459.026.718-76;Peixoto do Amparo;Timoneiro;Conjunto Hellena da Luz, 419;rcarvalho@example.net;06/12/1929;96;22/01/2025;487;7,3;Vendendor_B
492327;Joaquim Vargas;657.482.931-37;Correia de Goiás;Engenheiro de processos;Fazenda de Siqueira;jcavalcante@example.net;22/01/1957;68;26/03/2025;514;7,71;Vendendor_A
251253;Luísa Pinto;573.491.286-73;Azevedo;Engenheiro de telecomunicações;Vale Pastor, 4;nathan90@example.com;13/04/1995;30;22/03/2025;621;9,31;Vendendor_C
639747;Srta. Maria Helena da Conceição;896.135.204-06;Mendes dos Dourados;Alpinista;Lagoa Luiz Otávio Guerra, 83;riosjosue@example.net;12/12/1962;63;22/08/2025;957;14,35;Vendendor_A
350203;Dr. Arthur Miguel Ribeiro;125.743.068-80;Correia;Economista;Residencial Silveira, 429;ubarros@example.net;09/02/1951;74;16/08/2025;508;7,62;Vendendor_B
387479;Vitor Hugo Ribeiro;158.042.679-49;Nunes da Mata;Sushiman;Via Jade Moraes, 82;isabelly60@example.com;23/12/1932;93;18/02/2025;185;2,77;Vendendor_C
992424;Henrique Freitas;109.256.483-70;Silveira de Minas;Assistente administrativo;Chácara de Duarte, 5;isadorapires@example.com;09/07/1948;77;17/06/2025;899;13,48;Vendendor_C
560277;Lucca Fogaça;610.273.594-34;Aparecida;Carpinteiro;Rodovia Moraes, 90;claragarcia@example.net;10/12/1933;92;08/08/2025;549;8,23;Vendendor_C
885071;Dra. Sara Lima;495.018.637-00;Porto Grande;Ajudante de produção;Passarela Ferreira, 534;benicio01@example.net;24/10/2006;19;13/05/2025;579;8,69;Vendendor_A
270194;Henry Barbosa;453.127.096-70;Melo das Pedras;Engenheiro acústico;Favela de Abreu, 64;vfernandes@example.com;14/03/1960;65;20/12/2024;891;13,37;Vendendor_B
662351;Sr. Otto Silveira;430.926.857-92;Peixoto do Galho;Instrumentador cirúrgico;Conjunto Macedo;montenegromaria@example.org;09/01/1981;44;14/03/2025;25;0,38;Vendedor_D
277711;Sr. João Felipe Rios;982.651.307-59;Correia;Profissional de manutenção industrial;Loteamento Moura, 5;liviaoliveira@example.org;14/11/1971;54;27/01/2025;719;10,79;Vendendor_B
931156;Lorena Camargo;680.473.125-53;da Rocha;Engenheiro cartográfico;Alameda Maya Cavalcante, 46;klopes@example.com;15/12/1945;80;01/12/2024;653;9,79;Vendedor_D
256885;José Miguel Barros;982.614.037-69;Garcia;Controlador de vôo;Chácara Gabriel Pacheco, 3;isadoramonteiro@example.com;23/08/1964;61;03/05/2025;29;0,43;Vendedor_E
777988;Sra. Luiza da Conceição;127.305.496-25;Novais;Policial civil;Parque de Gonçalves, 5;das-neveskaique@example.com;27/03/1957;68;14/08/2025;539;8,08;Vendendor_B
239209;Liam Camargo;653.201.948-89;Siqueira de Vieira;Médico cirurgião;Avenida de Viana, 1;ravi-lucca22@example.org;06/09/1926;99;30/08/2025;9;0,14;Vendendor_B
968250;João Miguel Araújo;125.946.830-51;Oliveira da Mata;Profissional de reciclagem;Avenida Camargo;monteiroalice@example.com;18/08/1989;36;23/02/2025;740;11,1;Vendendor_B
688731;Yago da Luz;396.547.210-07;Lima da Serra;Numerólogo;Vale Raquel Nascimento, 324;maria-julia31@example.org;13/07/1999;26;11/09/2025;249;3,73;Vendedor_E
479638;Ana Julia Cunha;046.873.251-90;das Neves;Meeiro;Feira Aragão, 76;matheusgarcia@example.org;10/12/1942;83;17/11/2024;689;10,33;Vendendor_B
616652;Yasmin Cirino;497.621.350-16;Melo;Jornaleiro;Viaduto de Araújo;lbarbosa@example.org;29/11/2000;25;03/08/2025;218;3,27;Vendendor_B
889572;Sra. Maria Isis da Rosa;618.327.549-28;Nunes;Guarda ou policial rodoviário;Favela Duarte, 14;oalmeida@example.net;21/09/1956;69;16/02/2025;222;3,33;Vendedor_D
645179;Pedro Henrique Rios;839.524.610-24;Machado;Massoterapeuta;Passarela Otto Guerra, 3;da-costajulia@example.net;05/11/1969;56;14/03/2025;292;4,38;Vendedor_D
209775;Mariane Abreu;145.376.829-73;da Paz;Catador de material reciclável;Distrito de da Conceição, 36;fernandonascimento@example.net;01/10/1963;62;27/11/2024;296;4,44;Vendedor_D
781381;Maria Clara Andrade;742.596.381-73;Vasconcelos de Aparecida;Agente penitenciário;Alameda Clara Moraes, 912;sampaiomateus@example.org;23/07/1945;80;03/02/2025;975;14,62;Vendedor_D
999076;Kaique Cavalcanti;209.834.175-04;Silveira de Souza;Editor;Largo Luiza Novais, 37;pietracasa-grande@example.net;23/01/1996;29;02/09/2025;457;6,85;Vendendor_B
330712;Kamilly Nascimento;729.453.680-56;Sales da Praia;Selecionador de pessoal;Setor de Campos;gael86@example.org;17/02/1981;44;21/01/2025;510;7,65;Vendedor_E
202556;Benicio da Cunha;205.463.817-07;Macedo da Praia;Assistente administrativo;Feira de Casa Grande;pintoisaque@example.com;05/12/1927;98;05/02/2025;775;11,62;Vendendor_C
328114;Srta. Sophia Almeida;659.012.784-02;Andrade de Almeida;Desembargador de justiça;Área Barros, 7;isabella43@example.net;09/09/1988;37;22/01/2025;188;2,82;Vendedor_D
542986;Sra. Stella Andrade;580.947.621-01;da Costa de Camargo;Laboratorista;Conjunto Ana Luiza Abreu, 60;moreiradaniela@example.org;26/04/1982;43;07/04/2025;694;10,41;Vendendor_C
389164;Sr. Matteo Macedo;436.189.507-48;Pinto de Aparecida;Apontador de mão-de-obra;Loteamento da Rocha, 54;jose-pedroandrade@example.org;15/09/1995;30;11/04/2025;704;10,56;Vendedor_E
608217;Srta. Ana Luiza Câmara;021.389.574-97;Macedo da Mata;Obstetra;Vereda de Castro, 34;fda-cunha@example.com;01/04/2022;3;17/04/2025;219;3,28;Vendendor_A
522971;Luna Porto;370.961.852-59;Novais Verde;Musicoterapeuta;Travessa de Moraes, 71;teixeiracarlos-eduardo@example.com;15/02/1922;103;19/05/2025;860;12,9;Vendedor_E
784583;Sra. Maria Ramos;872.063.419-69;Costela;Governador;Loteamento das Neves, 88;mariah67@example.org;05/08/2019;6;12/01/2025;481;7,21;Vendendor_B
427186;Srta. Anna Liz da Mota;875.496.103-39;das Neves Grande;Profissional de recursos humanos;Lagoa da Cruz, 4;da-cruzisabel@example.com;05/09/2009;16;16/09/2025;851;12,76;Vendendor_C
184257;Maria Eduarda Barros;023.984.571-41;da Cruz dos Dourados;Clarinetista;Chácara Ágatha Santos, 822;santosrael@example.net;18/07/1940;85;02/02/2025;284;4,26;Vendendor_C
130248;Ísis Monteiro;395.628.107-12;Azevedo de Martins;Crítico;Viela Luiz Gustavo Fogaça, 65;peixotoluiz-fernando@example.com;31/10/1991;34;30/10/2025;274;4,11;Vendendor_A
429019;Vitor Silva;701.845.296-11;Porto;Guarda roupeiro;Setor Barros, 6;marcelo06@example.org;03/03/2019;6;06/01/2025;148;2,22;Vendedor_D
477181;Maria Isis Andrade;149.752.063-07;das Neves da Prata;Jogador de basquete;Parque de Moraes, 8;samuel44@example.net;19/03/1942;83;31/03/2025;553;8,29;Vendedor_E
184800;Giovanna Fonseca;432.089.761-78;Fernandes;Fisioterapeuta;Conjunto Valentim Barros, 67;joana65@example.net;25/05/1943;82;13/04/2025;782;11,73;Vendedor_E
550383;Dra. Juliana Machado;301.495.786-01;Fernandes de Minas;Penhorista;Conjunto João Vitor Novaes, 52;joao-vitor33@example.com;05/07/2003;22;30/07/2025;320;4,8;Vendedor_E
652983;Mariah Jesus;930.187.452-05;Costa da Mata;Bartender;Estrada da Luz, 332;anna-liz96@example.org;15/12/1949;76;06/09/2025;399;5,98;Vendendor_A
592391;Lunna Borges;452.961.308-98;Freitas da Prata;Assistente de produção;Vale Carvalho, 23;cecilialeao@example.net;27/07/1929;96;05/08/2025;303;4,54;Vendendor_B
244752;Alexia Ramos;419.528.607-76;Gonçalves;Apontador de mão-de-obra;Fazenda Vieira, 24;da-conceicaopedro-henrique@example.org;27/07/2022;3;21/05/2025;800;12,0;Vendendor_A
279455;Ana Laura Gonçalves;495.023.871-04;da Rocha dos Dourados;Tecelão;Área de Pires, 217;bernardo70@example.net;24/04/1965;60;19/08/2025;381;5,71;Vendendor_C
872403;Diogo Borges;147.623.590-25;Martins;Engenheiro de materiais;Quadra Vieira, 52;mirella51@example.com;15/03/2000;25;14/01/2025;77;1,16;Vendendor_C
122681;Manuela Pinto;403.921.876-04;Moreira da Prata;Serralheiro;Pátio de Leão, 9;antonellajesus@example.org;21/11/2012;13;22/03/2025;699;10,48;Vendendor_A
756540;Marina Vasconcelos;065.214.738-08;da Conceição;Kite-surfer;Lago de Cunha, 276;souzajose-miguel@example.com;03/08/1956;69;07/02/2025;781;11,71;Vendendor_B
360060;Bento Casa Grande;483.560.719-84;Albuquerque de Martins;Vereador;Trevo Rafaela Macedo, 18;goncalvesana-laura@example.org;26/07/2003;22;15/12/2024;418;6,27;Vendendor_B
957381;Mirella Rodrigues;257.403.189-04;Moreira da Serra;Intérprete;Lagoa Vitor Gabriel Pires, 531;lopesravy@example.org;31/07/1930;95;23/06/2025;132;1,98;Vendedor_E
536295;João Miguel Cassiano;475.826.091-58;Freitas do Galho;Nutrologista;Aeroporto de Nogueira, 33;manuellacavalcanti@example.net;31/10/1957;68;15/05/2025;82;1,23;Vendendor_B
775043;Sr. Francisco Santos;841.637.950-57;Caldeira de Melo;Pastilheiro;Alameda de Cavalcante, 97;jsousa@example.net;07/07/1976;49;20/02/2025;641;9,62;Vendendor_C
656053;Valentim da Costa;185.306.297-95;Gomes do Oeste;Arranjador musical;Alameda Rafaela Pimenta, 35;da-luzenzo-gabriel@example.net;19/09/1913;112;08/02/2025;959;14,38;Vendendor_A
160154;Thales Cunha;197.826.503-40;Ribeiro;Comprador;Quadra Martins, 30;mirella86@example.org;28/11/1960;65;30/09/2025;376;5,64;Vendendor_C
430243;Alice Martins;845.237.091-14;Cavalcanti;Guincheiro;Residencial de Martins;marquesvinicius@example.net;17/10/1955;70;20/12/2024;925;13,88;Vendendor_B
835584;Luiza Silva;905.367.412-80;Farias;Tradutor;Núcleo Maitê Garcia, 34;correiaanthony@example.net;23/10/1969;56;15/05/2025;593;8,89;Vendendor_C
773122;Dra. Sophie Mendes;423.968.751-91;Brito do Galho;Biblioteconomista;Travessa Maria Luiza Macedo, 2;fariasian@example.net;14/03/1959;66;29/10/2025;956;14,34;Vendedor_D
337223;Laís Nascimento;685.123.097-68;Cardoso de Siqueira;Piloto automobilístico;Jardim Fonseca;arodrigues@example.org;19/11/1944;81;08/08/2025;985;14,77;Vendendor_A
961189;Stella Andrade;974.280.563-65;Moura;Tecnólogo em produção moveleira;Passarela de Cardoso, 86;moraesclara@example.org;30/09/1963;62;11/02/2025;477;7,15;Vendendor_C
610569;Maria Cecília das Neves;372.164.985-00;Nascimento de da Cruz;Dançarino;Feira Rodrigues, 76;novaisnicole@example.com;29/06/1967;58;08/06/2025;699;10,48;Vendendor_A
482545;Sra. Catarina Carvalho;926.703.581-95;da Paz do Sul;Carnavalesco;Lago Danilo Casa Grande, 59;camaramaria-liz@example.com;15/04/1999;26;08/12/2024;22;0,33;Vendedor_D
614786;Benjamin Albuquerque;847.013.629-13;Rios das Flores;Ufólogo;Trecho Agatha da Rocha;davi-luizcosta@example.com;14/03/1979;46;26/12/2024;786;11,79;Vendendor_B
108179;Davi Lucca Fogaça;562.794.013-16;Cunha;Urbanista;Ladeira Martins;luan78@example.org;03/01/1963;62;26/03/2025;102;1,53;Vendendor_A
333797;Isaac Teixeira;297.034.618-40;Peixoto do Campo;Engenheiro de transportes;Travessa Montenegro, 80;vitor-hugobrito@example.com;23/01/1981;44;28/01/2025;75;1,12;Vendendor_C
324300;Maria Clara Pacheco;251.937.480-23;Fernandes do Norte;Clínico geral;Vereda João Felipe Casa Grande, 84;luisaalmeida@example.com;21/05/2017;8;14/12/2024;525;7,88;Vendedor_D
453456;Helena Araújo;697.034.582-38;Abreu;Assistente social;Vale Matheus da Costa, 2;kda-costa@example.net;18/03/1947;78;27/06/2025;695;10,42;Vendedor_D
511406;Dra. Maria Helena Macedo;268.945.703-29;Macedo dos Dourados;Desenhista;Setor Valentim da Costa;mpereira@example.org;23/07/1927;98;01/02/2025;324;4,86;Vendendor_C
744090;Thiago Silva;256.093.478-74;Freitas Grande;Aeronauta;Núcleo de Aparecida, 73;bryan38@example.net;04/09/2009;16;16/05/2025;461;6,92;Vendendor_B
860031;Léo Azevedo;925.401.783-32;Andrade do Amparo;Angiologista;Quadra Cauã Cunha, 895;mpereira@example.com;25/11/1990;35;17/02/2025;272;4,08;Vendedor_D
509125;Kamilly Fogaça;132.598.470-14;Leão de Carvalho;Lixeiro/Coletor de lixo;Sítio Enzo Gabriel Silveira, 62;anthony52@example.org;24/01/1933;92;07/09/2025;792;11,88;Vendedor_E
749535;Diogo Azevedo;601.734.928-78;Leão;Ambientalista;Esplanada de Azevedo, 1;sporto@example.org;13/04/1960;65;16/02/2025;71;1,06;Vendendor_A
920455;Júlia Nogueira;928.534.601-42;Pinto do Oeste;Acompanhante;Área de da Paz, 62;da-cunhabeatriz@example.net;20/09/1952;73;03/08/2025;876;13,14;Vendedor_E
251588;Mariana Abreu;703.621.498-87;Dias dos Dourados;Lapidário;Condomínio Theo Gonçalves, 33;liammelo@example.org;31/08/1934;91;23/06/2025;245;3,67;Vendendor_C
438880;Pedro Lucas Cunha;468.213.095-15;Fonseca;Judoca;Praça de Azevedo, 420;ana-liviagoncalves@example.com;19/09/1957;68;09/09/2025;722;10,83;Vendendor_A
771692;Dr. Nathan Barbosa;083.425.976-10;Viana Verde;Retificador;Trecho Gabrielly da Conceição, 326;almeidavitor-gabriel@example.org;24/10/1917;108;30/12/2024;73;1,09;Vendendor_B
919603;Lorena das Neves;658.439.012-89;Nascimento da Serra;Diplomata;Alameda Antônio Camargo, 58;luizafonseca@example.net;01/06/1998;27;19/10/2025;118;1,77;Vendendor_A
540570;Ágatha Rios;027.916.548-01;Porto;Borracheiro;Vereda Enrico Cavalcanti, 54;uduarte@example.com;14/01/1938;87;11/11/2025;492;7,38;Vendendor_A
477263;Cecília Cardoso;763.451.290-70;Nogueira de Costa;Notário;Esplanada Brito, 88;alexia37@example.com;09/09/2015;10;05/07/2025;40;0,6;Vendedor_E
591417;Ana Lívia Macedo;143.905.876-84;Machado;Cobrador de pedágio;Trevo Ryan Novaes, 68;rodrigo12@example.com;28/10/2004;21;02/01/2025;397;5,96;Vendendor_C
476106;Yasmin Azevedo;471.082.395-23;Novaes Alegre;Gestor de recursos humanos;Colônia de Nunes, 73;camargorafael@example.org;26/04/1939;86;03/04/2025;694;10,41;Vendendor_C
121508;Daniela Jesus;296.078.341-78;Câmara das Pedras;Patologista oral;Lagoa Luara Cunha, 2;thales46@example.net;19/10/1980;45;16/05/2025;132;1,98;Vendendor_C
321279;Caio da Cruz;234.861.507-07;Rodrigues de Campos;Atuário;Colônia de da Costa, 28;jrodrigues@example.net;12/07/1987;38;13/10/2025;114;1,71;Vendedor_D
724416;Asafe Cunha;058.629.743-00;Rezende;Alergologista;Rodovia Emanuella Vieira, 96;ryan97@example.net;23/09/1930;95;02/12/2024;701;10,51;Vendedor_E
970592;Lucas Moreira;130.657.982-12;Farias;Carpinteiro;Distrito de Novais, 72;oliversampaio@example.com;04/11/2009;16;04/02/2025;776;11,64;Vendendor_C
771257;Caroline Aparecida;967.034.152-34;da Cruz;Estilista;Morro Sabrina Cavalcante, 13;enzofarias@example.org;19/11/1992;33;10/05/2025;770;11,55;Vendedor_D
524409;Rael da Rosa;652.309.418-98;Gomes do Sul;Agente de defesa sanitária;Via Castro, 936;augusto93@example.net;29/05/2016;9;09/07/2025;872;13,08;Vendedor_E
749280;Vitória Abreu;205.386.914-33;Siqueira de Lopes;Caça-talentos/Olheiro;Loteamento Cunha;rcostela@example.net;07/12/1999;26;08/02/2025;293;4,39;Vendendor_C
754384;Ana Laura Câmara;465.709.381-93;Castro do Galho;Técnico em higiene dentária;Morro Pedro Barbosa, 91;costelaemilly@example.org;15/07/2023;2;22/11/2024;643;9,64;Vendendor_C
229429;Sr. Ryan Montenegro;275.940.136-70;da Mota;Funileiro;Praça de Caldeira, 451;mnovaes@example.net;02/01/2011;14;12/05/2025;167;2,5;Vendedor_D
365032;Hellena Silveira;135.679.082-86;Pereira das Pedras;Retificador;Aeroporto Bella Marques, 1;heitor94@example.org;24/09/1914;111;01/03/2025;917;13,75;Vendedor_E
790788;Sr. Alexandre Borges;869.532.407-92;Rocha do Amparo;Comprador;Largo de Cavalcante, 77;sarah63@example.org;27/07/2008;17;09/12/2024;4;0,06;Vendendor_C
742538;Dr. Luiz Gustavo Moraes;961.074.582-20;Albuquerque;Fresador;Ladeira Rebeca Cunha;caioguerra@example.com;08/08/2009;16;23/04/2025;660;9,9;Vendendor_B
843781;Bryan Costela;491.572.860-94;Rezende;Ator;Pátio de Gomes;ana-laura93@example.com;01/08/1953;72;03/08/2025;48;0,72;Vendedor_E
412204;Otto Pimenta;085.641.392-51;Pinto;Assistente de produção;Condomínio Rios, 180;vasconceloslarissa@example.net;11/11/2005;20;26/08/2025;998;14,97;Vendedor_E
201767;Julia Peixoto;618.247.039-96;Rezende da Serra;Arrumadeira;Jardim de Sousa, 43;yasminnovaes@example.org;16/08/2002;23;09/02/2025;217;3,25;Vendendor_B
193205;Ana Clara Guerra;579.436.801-20;Gomes da Praia;Assistente de câmera;Chácara de Moura, 88;jgomes@example.com;10/12/1941;84;25/09/2025;883;13,24;Vendendor_B
498594;Davi Lucca da Rocha;306.592.187-12;da Rosa da Mata;Profissional de tecnologia de laticínios;Pátio Freitas, 22;fcamara@example.org;30/03/1944;81;14/03/2025;257;3,85;Vendedor_D
212394;Ana Carolina Pacheco;203.467.891-50;Moraes;Neurocirurgião;Quadra Cirino, 5;maria-julia52@example.org;27/08/1931;94;20/05/2025;241;3,61;Vendendor_A
